/* DATA DESCRIPTION:,,,,,,,,,,,,,,,,,,,
Citation:,Thomas, S A; McGwire, Kenneth C; Thomas, J; Kratt, C; Lutz, A; McKay, W A; Trammell, E Jamie (2012): Geospatial analysis of groundwater depth for manual well drilling suitability in the Zinder Region, Niger. PANGAEA, https://doi.org/10.1594/PANGAEA.778418, ,,,,,,,,
8210,8.375,13.12639,365449.6931,458774.2209,468,24,0,Sand dunes,Sesquioxides,3683,5142,3195,26.3,0.1406,14.64,Upslope drainages,7.18,0.1476,
8211,8.355,13.14028,363258.7531,460276.7116,468,27,0,Sand dunes,Sesquioxides,3207,3328,3634,26.5,0.142,14.95,High ridges,4.19,0.1415,
8213,8.41111,13.16667,369284.255,463301.3831,447,11,0,Sand dunes,Sesquioxides,848,5604,609,24.2,0.1353,14.43,Small hills in plains,0,0.1512,
8216,8.59944,13.07778,389846.0991,453809.137,454,15.8,0,Sand dunes,Sesquioxides,3918,14190,244,16,0.0835,14.81,U-shaped valleys,13.67,0.1538,
8217,8.57722,13.09944,387397.1308,456165.4302,468,24.2,0,Sand dunes,Sesquioxides,5215,13093,385,17.1,0.0892,14.86,Mesas,8.42,0.1584,
8218,8.56389,13.11667,385919.7613,458048.3198,468,23,0,Sand dunes,Sesquioxides,5544,12483,2687,17.8,0.0955,14.87,Plains,6.41,0.144,
8221,8.59306,13.0375,389233.5277,449335.7495,475,25.5,0,Sand dunes,Sesquioxides,3997,17469,1431,16.4,0.0978,15.04,High ridges,4.09,0.1464,
8222,8.62083,13.01806,392280.802,447236.4449,453,21.9,2.83,Metamorphic,Sesquioxides,2871,13897,5118,15.3,0.0931,15.21,Small hills in plains,4.86,0.1615,
8227,9.16389,12.88611,451408.3984,433756.9717,375,31.8,0,Sand plains,Sesquioxides,17654,1084,4319,4,0.0061,15.06,Plains,4.89,0.163,
8231,9.44167,13.62222,479727.6614,515932.9963,430,23,0,Metamorphic,Sesquioxides,2851,20625,2153,16.1,0.1105,18.32,High ridges,4.3,0.1417,
8235,9.71944,13.21944,510764.9169,471991.4983,367,5,0,Sand plains,Evolved little,779,14069,13811,3.5,0.0055,14.64,Plains,7.88,0.1477,
8236,9.62222,13.16111,500392.4523,465288.1874,369,4.7,0,Sand plains,Evolved little,2967,14113,19023,3.4,0.0079,14.49,Plains,11.46,0.1481,
8239,9.45556,13.22778,482189.8741,472267.7752,381,5.1,0,Sand plains,Evolved little,14844,6609,5796,7.6,0.0524,14.83,High ridges,5.47,0.1429,
8240,9.44722,13.60278,480374.8892,513792.105,406,8,0,Metamorphic,Sesquioxides,4366,18496,194,15.8,0.1129,18.37,Canyons,4.62,0.1702,
8241,9.42222,13.61806,477637.8911,515426.0392,413,19,0,Metamorphic,Sesquioxides,2156,21456,2367,16.6,0.1125,16.88,Plains,5.88,0.1415,
8244,9.49722,13.61389,485747.4825,515142.5155,426,8,0,Sand dunes,Evolved little,5703,17221,1775,14.4,0.0987,17.03,Canyons,6.62,0.128,
8246,9.545,13.59167,490962.4582,512795.7573,407,6.2,0,Sand dunes,Evolved little,1139,12645,6888,12.7,0.0798,14.04,High ridges,3.46,0.1471,
8247,9.55278,13.60139,491778.2795,513891.6512,404,11.2,0,Sand dunes,Evolved little,2496,12273,7561,12.6,0.0791,14.86,U-shaped valleys,5.16,0.1442,
8258,9.88972,13.65611,528020.6402,520803.9351,378,19,0,Sand plains,Evolved little,13540,423,5694,11.2,0.0716,15.93,Small hills in plains,4.99,0.1539,
8262,9.80278,13.62472,518716.2703,517100.9209,380,6,0,Alluvium,Hydromorphic,14786,7468,5857,10.4,0.0519,14.79,Plains,4.86,0.1484,
8265,9.74778,13.59444,512855.9168,513605.6525,384,5,0,Alluvium,Hydromorphic,8216,8576,7310,10,0.0389,14.33,Plains,4.65,0.1481,
8267,9.71389,13.53611,509346.4697,507057.236,401,17,0,Metamorphic,Evolved little,1417,1889,6508,9.1,0.0365,18.82,Mesas,5.78,0.1382,
8270,9.69444,13.57639,507142.2137,511471.2935,389,6,0,Metamorphic,Evolved little,4327,4438,3266,9.8,0.0427,15.8,Canyons,8.18,0.1414,
8271,9.63889,13.53833,501238.3399,507115.9157,393,17,0,Sand dunes,Evolved little,6411,2337,3275,9.7,0.0565,15.01,Shallow valleys,6.63,0.1436,
8272,9.64722,13.51111,502207.9567,504120.7603,388,12,0,Sand dunes,Evolved little,5988,3286,436,9.5,0.0507,15.14,High ridges,5.47,0.145,
8273,9.68889,13.44444,506881.0306,496838.3614,379,10,0,Sand dunes,Evolved little,3052,9752,4758,7.5,0.0319,15.55,Plains,3.55,0.1435,
8274,9.77361,13.30556,516401.0196,481667.9324,366,5,0,Sand plains,Evolved little,10461,6461,7789,4.5,0.0157,14.82,Canyons,5.95,0.1479,
8277,9.99028,13.20556,540108.2421,471157.4741,359,30,0,Sand plains,Evolved little,22332,1409,6035,3.5,0.0199,15.29,Mesas,4.99,0.1653,
8278,9.90556,13.18194,531003.8469,468317.2593,360,16,0,Sand plains,Sesquioxides,20255,4200,15563,3.2,0.013,15.02,Plains,6.44,0.1629,
8279,9.90417,13.12361,531010.1193,461853.6557,359,26,0,Sand plains,Sesquioxides,21363,6313,18684,3,0.0046,15.2,Canyons,6.27,0.1549,
8280,10.07222,13.34167,548597.178,486453.5931,363,28,0,Sand plains,Evolved little,17504,13603,343,5.8,0.0355,14.98,Plains,4.54,0.1467,
8281,9.82361,13.59944,521032.6642,514353.3857,384,6,0,Sand dunes,Evolved little,15031,6930,9412,10,0.0489,14.57,Plains,5.93,0.1427,
8288,10.09944,13.37778,551439.7716,490527.4921,361,25,0,Sand plains,Evolved little,14878,9079,1952,6.7,0.0416,14.94,Canyons,9.31,0.1479,
8291,9.98945,13.36056,539594.6887,488323.4629,363,7,0,Sand plains,Evolved little,24401,15441,2949,5.8,0.0359,14.92,Plains,4.07,0.1507,
8293,10.03056,13.41389,543893.352,494341.1324,364,9,0,Sand plains,Evolved little,18984,15785,2050,7.1,0.0464,15.38,Plains,4.2,0.1458,
8349,10.21194,13.78667,562435.4453,536139.4509,430,24,0,Igneous,Evolved little,10959,20946,603,12.1,0.0934,20.69,Canyons,5.86,0.14,
8355,10.23444,13.65278,565246.8127,521366.2008,393,20.25,0,Igneous,Evolved little,7128,25163,5240,14.4,0.0741,18.05,Canyons,9.88,0.1387,
8357,10.14639,13.51944,556116.5182,506349.0161,380,9,0,Igneous,Evolved little,13712,12248,2428,10.6,0.0556,17,Mesas,3.86,0.1358,
8358,10.09611,13.53139,550651.0894,507535.4267,368,16,0,Sand plains,Evolved little,11833,15986,4142,10.5,0.0635,17.58,Canyons,6.81,0.1462,
8359,10.06111,13.54722,546826.1429,509194.3192,371,16,0,Sand plains,Evolved little,7700,18778,1724,10.6,0.0675,16.61,U-shaped valleys,10.39,0.155,
8360,10.27222,13.76667,568996.7275,534091.7291,418,25,0,Igneous,Evolved little,7163,27760,1762,12.5,0.0875,19.94,Mesas,6.41,0.1293,
8361,10.08472,13.72333,548886.1058,528771.2885,408,21,0,Igneous,Steppe-like,13743,7947,201,12.3,0.097,19.82,Canyons,7.79,0.1356,
8362,10.07083,13.65833,547567.5496,521531.2621,384,13,0,Igneous,Evolved little,10811,9234,1669,12.1,0.0852,21.16,Mesas,3.2,0.1377,
8363,10.17222,13.50694,558942.4949,505035.3584,364,12,0,Sand plains,Evolved little,11108,10006,4418,10.4,0.0545,16.64,Canyons,7.05,0.1439,
8364,10.16417,13.49028,558119.8644,503167.4695,361,14,0,Sand plains,Evolved little,12427,8516,3797,9.8,0.0546,16.1,Canyons,12.39,0.1472,
8366,10.12056,13.63528,553001.0872,519112.5333,373,13,0,Igneous,Evolved little,13841,14953,1104,12.6,0.0823,20.64,Canyons,4.91,0.139,
8367,10.04611,13.53306,545244.9391,507585.0479,373,16,0,Sand plains,Evolved little,7559,19203,3952,10.1,0.0622,15.82,Canyons,9.27,0.1578,
8368,10.09972,13.42167,551347.485,495390.1466,362,13,0,Sand plains,Evolved little,16475,8397,4821,7.7,0.0561,16.35,Canyons,6.44,0.1437,
8371,10.13056,13.6025,554172.9264,515507.9356,371,14,0,Igneous,Evolved little,13961,18171,3243,12.2,0.0722,17.44,Hills in valleys,4.17,0.1379,
8372,10.08611,13.63611,549279.0919,519110.6652,365,11,0,Igneous,Evolved little,10551,12111,1743,12.1,0.082,21.91,Canyons,9.02,0.152,
8373,10.23333,13.525,565493.2026,507205.9428,364,30,0,Igneous,Evolved little,4298,12443,4525,11,0.0401,18.14,Upslope drainages,3.44,0.1433,
8381,8.45361,13.38472,373472.5118,487534.8586,470,11.4,0,Sand dunes,Sesquioxides,14103,18465,3408,21,0.1064,14.58,Mesas,4.05,0.1486,
8382,8.49444,13.36111,377933.0297,484994.9162,476,19.9,0,Sand dunes,Sesquioxides,14291,20146,5728,20.4,0.1134,14.32,High ridges,6.97,0.1457,
8390,8.51806,13.31389,380577.3238,479807.8552,465,15,0,Sand dunes,Sesquioxides,12330,18440,455,19.8,0.1065,14.56,Plains,4.78,0.1565,
8391,8.57833,13.29722,387129.9743,478075.4655,457,15.6,0,Sand dunes,Evolved little,10718,11865,2888,18.3,0.0891,14.31,Shallow valleys,6.28,0.1435,
8394,8.33035,13.51044,359915.2605,501241.1909,476,15,0,Sandstone,Sesquioxides,3311,12280,4173,21,0.1188,15.62,Plains,5.58,0.1472,
8395,8.40028,13.34167,367785.7982,482667.6772,483,22.5,0,Clay Sandstone,Sesquioxides,7968,18423,3782,21.8,0.113,16.47,High ridges,5.93,0.1401,
8399,8.3375,13.325,361026.5986,480707.8053,447,5,0,Alluvium,Hydromorphic,3179,12224,624,22.8,0.1164,15.14,Hills in valleys,3.11,0.1535,
8400,8.34222,13.35,361491.5924,483485.924,456,18.35,1.91,Clay Sandstone,Sesquioxides,1621,14499,562,22.3,0.1126,16.14,Canyons,6.77,0.1559,
8403,8.62917,14.24444,390745.9268,583153.8917,443,45.76,0,Sandstone,Evolved little,2140,4915,1616,16.3,0.1109,17.07,Canyons,4.09,0.1348,
8405,8.41056,13.38611,368814.4041,487609.889,464,15.49,1.57,Sand dunes,Sesquioxides,9724,18923,2825,21.4,0.1159,14.08,U-shaped valleys,4.78,0.1668,
8407,8.44444,13.39028,372470.8041,488133.9664,463,17,0,Sand dunes,Sesquioxides,13325,17883,2703,21.1,0.1065,14.31,Canyons,7.68,0.1467,
8415,8.43167,13.40278,371065.7848,489495.408,461,16.67,0,Alluvium,Hydromorphic,12565,16651,1197,21.2,0.1078,13.79,High ridges,4.32,0.1535,
8417,8.42778,13.30556,370827.7837,478717.4116,458,8.5,0,Alluvium,Hydromorphic,9556,16714,1010,21.8,0.1125,14.18,Canyons,5.83,0.1526,
8419,8.43444,13.44722,371282.4535,494424.2999,470,17.46,0,Sand dunes,Sesquioxides,10299,11745,3679,21.1,0.1164,13.95,Mesas,6.72,0.1398,
8420,8.43194,13.46111,370986.1105,495958.7233,463,18.4,0,Sand dunes,Sesquioxides,9117,10298,4541,21.1,0.1116,13.77,U-shaped valleys,6.54,0.145,
8421,8.46389,13.43333,374491.6593,492939.5757,448,24,0,Sand dunes,Hydromorphic,10762,13111,1604,20.9,0.1135,13.48,Canyons,8.55,0.1377,
8424,8.47306,13.50278,375350.5445,500651.6875,444,23.5,0,Sand dunes,Sesquioxides,3012,5718,448,21.2,0.1209,14.94,Mesas,5.26,0.1396,
8425,8.49333,13.5,377547.0827,500381.3744,432,40,0,Alluvium,Sesquioxides,3347,7028,334,21.1,0.1202,14.82,U-shaped valleys,3.84,0.1429,
8426,8.52806,13.45278,381390.6761,495214.4453,446,19.5,0,Sand dunes,Evolved little,7837,13468,2798,20.6,0.1174,14.21,High ridges,4.19,0.1367,
8430,9.18611,13.67639,452005.8817,521347.2881,402,10,0,Sand dunes,Sesquioxides,397,13394,3619,20.8,0.1306,15.56,Plains,4.65,0.1505,
8434,9.27222,13.58889,461507.3079,511845.7278,423,20,0,Sand dunes,Sesquioxides,3293,11636,20,19.5,0.1376,17,High ridges,4.19,0.1387,
8438,9.23333,13.55972,457374.6728,508525.2702,404,30,0,Sand dunes,Sesquioxides,3537,6776,2816,19.4,0.1399,16.16,U-shaped valleys,4.99,0.1511,
8439,9.30083,13.60667,464555.7781,513881.3378,403,16,0,Metamorphic,Sesquioxides,2222,15232,1527,19.4,0.1346,17.56,Canyons,7.37,0.147,
8440,9.30083,13.60472,464560.3714,513665.2641,403,19,0,Metamorphic,Sesquioxides,2343,15150,1410,19.4,0.1355,17.26,Canyons,4.68,0.1468,
8445,8.85139,13.46389,416316.2146,497082.7379,411,12.3,0,Sand dunes,Evolved little,4827,580,1021,17,0.107,14.6,Plains,8.31,0.1483,
8448,8.80833,13.44722,411697.3908,495147.6751,412,7.1,0,Sand dunes,Evolved little,3114,1446,921,17.1,0.1103,13.88,Canyons,7.71,0.1407,
8450,8.76389,13.46667,406853.2683,497212.7759,432,19.12,0,Sand dunes,Sesquioxides,7062,5090,4150,18.2,0.1281,14.24,Mesas,5.12,0.1441,
8453,8.65583,13.38611,395335.6452,488073.022,417,8.03,0,Alluvium,Evolved little,395,2489,1793,17.4,0.0997,13.41,U-shaped valleys,4.22,0.1525,
8454,8.61333,13.44722,390619.4504,494761.0869,428,16.7,0,Sand dunes,Sesquioxides,5549,9270,2564,19.6,0.1196,13.7,Plains,4.42,0.1619,
8458,8.61306,13.47778,390528.9345,498146.5668,432,31.8,0,Sand dunes,Sesquioxides,8601,11793,5716,20.3,0.1347,14.34,Canyons,4.78,0.1472,
8461,8.6125,13.44528,390533.1382,494544.5306,429,40,0,Sand dunes,Sesquioxides,5421,9200,2331,19.5,0.1192,13.7,Plains,7.22,0.1665,
8464,8.62222,13.44028,391593.9511,494009.3358,429,21.1,0,Sand dunes,Sesquioxides,4398,8041,2245,19.3,0.1176,14.17,Canyons,9.11,0.1445,
8466,8.69833,13.45972,399781.9394,496312.0655,440,34.2,0,Sand dunes,Sesquioxides,1786,7357,7523,18.7,0.1325,14.84,Mesas,4.03,0.1464,
8467,8.71278,13.42639,401411.0036,492647.8352,428,18.5,0,Sand dunes,Evolved little,2145,3371,3566,17.7,0.1238,14.02,Plains,5.5,0.1387,
8468,8.76444,13.41389,407022.0564,491366.1317,408,16.73,0,Alluvium,Hydromorphic,4455,219,210,16.7,0.1054,13.94,Canyons,9.35,0.1862,
8474,8.98056,13.46944,430264.6623,497967.8607,424,26.3,0,Sand dunes,Sesquioxides,8507,8855,4244,16.2,0.1087,15.12,Plains,7.03,0.1493,
8478,8.7975,13.66083,410082.1733,518795.1509,443,10.5,0,Igneous,Sesquioxides,483,16302,361,22.8,0.1817,16.08,Canyons,7.41,0.1501,
8479,8.84444,13.55556,415372.5835,507225.6621,421,5.7,0,Sand dunes,Sesquioxides,10264,3804,1196,19.5,0.1364,14.61,Hills in valleys,3.69,0.1463,
8480,8.86389,13.54861,417487.969,506495.576,423,13.3,0,Sand dunes,Evolved little,10949,2007,245,19,0.1342,14.38,High ridges,3.35,0.1403,
8481,8.96528,13.69583,428121.7973,523021.3263,432,35.3,0,Igneous,Sesquioxides,6795,18783,1722,20.4,0.1715,14.58,Plains,15.28,0.1468,
8482,8.97361,13.69583,429021.3763,523038.9755,432,40.6,0,Sand dunes,Sesquioxides,5935,19196,2305,20.3,0.1647,14.45,Plains,4.78,0.1469,
8483,8.97222,13.66667,428934.8724,519804.5601,433,17.5,0,Sand dunes,Sesquioxides,7718,16346,1718,19.7,0.1433,14.54,Canyons,12,0.1474,
8485,8.99861,13.70972,431689.7949,524631.4449,437,40.9,0,Sand dunes,Sesquioxides,2949,17685,2868,20.7,0.161,16.12,Canyons,5.12,0.1379,
8486,9.02083,13.72083,434064.0969,525910.2129,444,19.2,0,Igneous,Sesquioxides,682,14999,5100,21.1,0.1651,16.07,U-shaped valleys,6.28,0.1443,
8492,8.39667,13.57222,366966.4118,508206.1363,438,33.5,0,Sandstone,Sesquioxides,2088,2369,571,20.9,0.1301,15.7,U-shaped valleys,10.09,0.1445,
8493,8.39667,13.52889,367047.0171,503404.7132,440,53,0,Sand dunes,Sesquioxides,4643,6074,161,21,0.1205,14.98,Canyons,5.94,0.149,
8495,8.40028,13.55,367397.8769,505750.4526,447,45.05,0.07,Sand dunes,Hydromorphic,3962,4075,950,21,0.1245,15.81,Shallow valleys,5.56,0.1368,
8498,8.36889,13.57306,363964.0828,508249.0489,430,23.1,0,Sandstone,Sesquioxides,1004,4675,835,20.7,0.127,15.82,Canyons,12.51,0.1306,
8502,8.38056,13.56389,365241.4095,507253.9185,456,29.8,0,Sandstone,Sesquioxides,2270,4263,1480,20.8,0.1266,15.21,High ridges,4.17,0.1478,
8519,9.34722,13.71389,469310.329,525869.6959,433,38,0,Metamorphic,Sesquioxides,1310,22891,184,19.8,0.1152,19.48,Mesas,5.48,0.1217,
8521,9.44444,13.67639,479895.7907,521942.158,458,15,0,Metamorphic,Evolved little,4401,25768,809,16.6,0.0988,16.68,Small hills in plains,4.37,0.1312,
8522,9.44444,13.67361,479902.5581,521634.0989,458,14,0,Metamorphic,Evolved little,4152,25490,632,16.5,0.0998,16.68,High ridges,3.9,0.129,
8523,9.44167,13.6875,479568.8516,523166.7079,474,24,0,Metamorphic,Evolved little,5321,27012,1760,16.8,0.0956,15.35,High ridges,3.9,0.1333,
8525,9.38333,13.73889,473148.1103,528724.2616,437,27,0,Metamorphic,Sesquioxides,5733,25701,765,19.2,0.1125,18.82,Canyons,13.35,0.134,
8526,9.395,13.81111,474233.4115,536755.2421,467,24,0,Metamorphic,Sesquioxides,3070,26220,620,19.5,0.0988,20.49,Canyons,3.7,0.1252,
8527,9.395,13.81056,474234.7357,536694.2873,465,26,0,Metamorphic,Sesquioxides,3075,26216,593,19.5,0.0988,20.49,Canyons,3.7,0.1236,
8530,9.35278,13.91944,469419.8163,548663.2767,459,38,0,Igneous,Sesquioxides,2610,25528,1579,22,0.1483,15.67,High ridges,5.12,0.1359,
8531,9.35139,13.91806,469273.442,548507.1008,463,38,0,Igneous,Sesquioxides,2796,25320,1642,22.1,0.148,15.67,High ridges,5.93,0.1356,
8532,9.35333,13.95694,469390.3314,552821.0594,450,20,0,Igneous,Sesquioxides,4127,28008,2042,22.1,0.1514,15.85,U-shaped valleys,5.12,0.1359,
8535,9.27222,13.94028,460685.0968,550788.0364,491,45,0,Metamorphic,Raw minerals,3727,20369,2358,23.9,0.1495,17.64,High ridges,2.11,0.1221,
8536,9.27083,13.94667,460520.2804,551493.1481,448,45,0,Metamorphic,Sesquioxides,4099,20745,3081,23.9,0.1483,17.21,Canyons,3.15,0.1205,
8537,9.37639,13.82222,472198.9091,537943.013,452,18,0,Metamorphic,Sesquioxides,5149,24326,622,20.2,0.1004,21.24,Canyons,4.46,0.1282,
8538,9.37778,13.82222,472348.7546,537946.2549,455,18,0,Metamorphic,Sesquioxides,5001,24475,488,20.1,0.1,21.24,Canyons,6.22,0.128,
8542,9.15972,13.87361,448707.4806,543145.6388,455,33.5,0.71,Metamorphic,Sesquioxides,4881,6694,575,24,0.1598,20.45,Canyons,4.46,0.1339,
8544,9.05833,13.77083,438000.6727,531532.2445,439,39,0,Igneous,Sesquioxides,4253,8363,3500,22.4,0.1778,15.72,Canyons,11.86,0.1257,
8545,9.26806,13.78889,460589.7927,533999.4421,410,26,0,Igneous,Sesquioxides,3445,12499,1363,22.3,0.1247,16.12,U-shaped valleys,7.08,0.1451,
8549,9.26889,13.80278,460647.0843,535540.7222,410,22,0,Igneous,Sesquioxides,4222,12580,425,22.4,0.1241,16.13,Canyons,6.77,0.1429,
8550,9.28333,13.8,462212.2134,535265.5643,410,12.6,0,Igneous,Sesquioxides,5320,14126,1806,22.2,0.1214,16.19,U-shaped valleys,4.29,0.1379,
8552,9.33167,13.83333,467347.9211,539070.4975,437,18,0,Igneous,Sesquioxides,6710,19755,4270,21.7,0.1189,16.41,High ridges,4.65,0.1328,
8553,9.29583,13.90278,463319.0063,546685.4815,432,22,0,Metamorphic,Sesquioxides,1781,19420,2162,23.2,0.1397,14.52,U-shaped valleys,4.86,0.1379,
8554,9.30306,13.94167,464006.1244,551012.5555,443,36,0,Igneous,Sesquioxides,853,22839,2011,23.5,0.15,16.57,Canyons,6,0.126,
8556,9.16806,14.03444,449239.0799,560991.0845,482,41,0,Metamorphic,Sesquioxides,1074,23106,288,23.1,0.1472,21.43,Canyons,8.28,0.1071,
8560,9.44167,14.00417,478798.3401,558263.151,441,13,0,Igneous,Sesquioxides,3067,21260,2082,19.1,0.1488,16.34,Plains,4.51,0.1365,
8561,9.35,13.70833,469623.4333,525259.9961,429,34,0,Metamorphic,Sesquioxides,813,23415,867,19.6,0.1138,19.48,High ridges,4.67,0.1259,
8562,9.37917,13.61778,472988.9832,515293.8777,430,26,0,Metamorphic,Sesquioxides,3557,23608,1416,17.8,0.1189,16.96,Mesas,4.78,0.1339,
8563,9.35,13.775,469464.576,532648.4014,427,44,0,Igneous,Sesquioxides,8089,21442,2971,20.4,0.1141,18.9,U-shaped valleys,4.37,0.1085,
8564,9.45111,13.79556,480324.8977,535164.2489,451,19.95,0,Metamorphic,Evolved little,2409,32229,907,17.7,0.0936,17.1,Hills in valleys,4.87,0.1404,
8566,9.225,13.77917,455966.5533,532824.7001,418,47,0,Igneous,Sesquioxides,2067,8038,1451,22.4,0.1242,16.1,High ridges,5.24,0.1408,
8569,9.73444,14.29306,509603.9118,591003.4596,442,32.2,0,Sandstone,Steppe-like,2713,31847,74,15.3,0.0916,18.93,Small hills in plains,4.67,0.1195,
8570,9.72444,14.30333,508501.0356,592116.9078,445,34,0,Sandstone,Steppe-like,3912,31212,1598,15.2,0.0886,19.18,Canyons,5.57,0.1203,
8571,9.71833,14.34639,507732.0753,596875.6117,458,47.4,0,Sandstone,Evolved little,8729,32633,1663,14.7,0.0829,16.71,Plains,6.36,0.117,
8572,9.72389,14.34583,508331.2885,596827.473,451,47.4,0,Sandstone,Evolved little,8591,33128,2083,14.7,0.0828,17,Canyons,5.36,0.118,
8573,9.70278,14.35917,506025.5919,598253.5927,468,52.4,0,Sandstone,Evolved little,10495,31926,487,14.7,0.0775,16.42,Canyons,12.01,0.1176,
8575,9.15556,13.71111,448628.0663,525126.8805,410,9.5,0,Sand dunes,Sesquioxides,207,9033,1850,21.3,0.1251,17.34,Hills in valleys,5.12,0.138,
8576,9.65278,14.32806,500725.7995,594679.9874,475,59.7,0,Sandstone,Evolved little,9816,25534,1126,15.4,0.093,16.74,Canyons,10.94,0.1168,
8578,9.72111,14.13056,508589.3235,572955.1598,424,7.6,0,Igneous,Steppe-like,1600,29638,266,14.9,0.1043,16.02,Plains,4.83,0.1527,
8579,9.88583,14.14667,526287.8566,575162.2205,421,13,0,Igneous,Evolved little,540,21486,5264,13.8,0.0602,14.4,U-shaped valleys,6.03,0.1456,
8580,9.88639,14.15139,526334.9905,575686.8878,420,7,0,Igneous,Evolved little,330,21791,5365,13.8,0.0608,15.87,Canyons,7.27,0.1482,
8581,9.43333,13.82222,478342.0147,538076.7616,495,19.83,0,Metamorphic,Sesquioxides,958,30438,885,18.5,0.1026,19.85,High ridges,4.56,0.126,
8584,9.14722,13.74722,447646.5437,529110.1921,439,24,0,Sand dunes,Evolved little,3851,4995,1932,22,0.1276,15.97,Mesas,9.53,0.1345,
8598,9.09583,14.02361,441480.2649,559631.6122,471,60.9,0,Igneous,Sesquioxides,6667,20985,2116,23.3,0.1666,18.02,High ridges,5.24,0.1333,
8609,10.01222,13.72333,541061.4774,528576.0282,366,28.79,1.84,Igneous,Evolved little,15120,541,451,11.8,0.104,20.71,Canyons,9.58,0.1537,
8665,8.68785,13.44158,398685.5092,494281.5272,427,19.97,2.18,Sand dunes,Sesquioxides,1535,5554,5227,18.3,0.1285,14.44,Canyons,7.01,0.1639,
8741,8.66674,13.33357,396620.3617,482273.6139,442,6.72,0.7,Sand dunes,Evolved little,1356,5433,3595,16.4,0.0815,14.78,Plains,7,0.1509,
8976,8.38056,13.57778,365215.6924,508793.11,432,30,0,Sandstone,Sesquioxides,731,3316,60,20.7,0.1289,15.6,Canyons,9.19,0.1299,
8989,8.92778,14.11111,423179.9206,568972.4238,472,62.65,0,Sandstone,Evolved little,9704,26561,3566,20.3,0.1376,17.26,Canyons,8.75,0.1353,
8990,8.81389,13.95556,411236.0072,551494.2546,506,95.1,0,Sandstone,Sesquioxides,4586,34350,2345,23.5,0.1965,16.17,Shallow valleys,8.56,0.1369,
8991,8.86083,13.87111,416475.8003,542229.5636,485,64.1,0,Sandstone,Sesquioxides,3564,26874,286,24.4,0.1897,16.68,Canyons,6.73,0.1398,
8992,9.045,14.04583,435952.4772,561984.5308,483,47.91,0.89,Sandstone,Sesquioxides,7194,24352,1704,23.2,0.1734,16.09,High ridges,4.99,0.1294,
9006,9.53528,14.48306,487697.4881,611579.0766,494,77,0,Sand dunes,Steppe-like,28158,30499,4481,10.3,0.0316,14.26,U-shaped valleys,6.01,0.1282,
9008,8.94722,14.03056,425448.7681,560083.6809,468,15.8,0,Sandstone,Sesquioxides,7354,27731,4359,23.7,0.1728,15.4,Small hills in plains,4.37,0.1384,
9023,9.01972,13.95417,433430.3516,551769.7844,454,37.46,2.96,Sandstone,Sesquioxides,4040,16260,847,25.5,0.1795,15.48,Small hills in plains,4.07,0.1347,
9049,9.83333,13.66667,521904.6378,521827.7529,383,4.99,1.2,Sand plains,Evolved little,19283,4651,4777,10.9,0.0556,15.88,Plains,8.35,0.151,
9071,10.28056,14.56389,567589.9458,622485.1717,524,66.1,0,Sandstone,Steppe-like,11608,64665,4010,18.6,0.1184,18.02,Canyons,7.97,0.1145,
9072,10.01111,14.275,539427.1194,589718.4042,419,20.9,0,Igneous,Steppe-like,6385,27913,5905,15.4,0.0865,20.26,Small hills in plains,4.22,0.1153,
9073,9.76528,14.44167,512533.9901,607558.141,475,54.47,0,Sandstone,Steppe-like,6304,42725,1888,13.8,0.0558,16.75,Canyons,5.17,0.1216,
9074,9.75778,14.46167,511675.3179,609756.7486,520,66.04,0,Sandstone,Steppe-like,7545,43520,3387,13.4,0.0532,17.22,Mesas,3.83,0.1182,
9075,9.62028,14.35278,497166.2111,597340.607,505,80,0,Sandstone,Evolved little,12068,24444,4425,14.8,0.0776,15.64,High ridges,5.12,0.1171,
9077,9.84306,14.50972,520717.264,615302.1559,518,53.12,0,Sandstone,Steppe-like,4792,53971,5034,14.3,0.0584,18.06,High ridges,3.27,0.1169,
9078,9.7175,14.43194,507421.2744,606358.8783,463,43.44,0,Sandstone,Steppe-like,11444,38090,275,13.5,0.0507,18.32,U-shaped valleys,4.12,0.1222,
9079,9.50417,14.43,484483.5303,605620.8961,504,81,0,Sandstone,Evolved little,24294,25737,6661,11.5,0.0432,15.22,Mesas,4.67,0.1157,
9080,9.8825,14.24722,525659.7859,586300.1966,422,24.56,0,Sandstone,Evolved little,2612,30211,79,14.7,0.0811,17.08,U-shaped valleys,5.73,0.1224,
9083,10.00028,14.28333,538238.7232,590613.0466,417,19.81,0,Sandstone,Steppe-like,6928,29015,6258,15.4,0.0849,20.14,Canyons,5.21,0.1161,
9085,9.73333,12.91667,513052.2392,438497.7566,359,42.7,0,Sand plains,Sesquioxides,24842,1723,6809,6.7,0.0242,15.39,High ridges,5.24,0.1532,
9092,9.46111,12.89167,483611.6993,435059.3009,365,43.95,0,Sand plains,Sesquioxides,24654,946,14386,4.8,0.0141,15.15,Plains,7.09,0.1533,
9093,9.66389,12.84167,505717.882,430019.1497,359,43.32,0,Sand plains,Sesquioxides,31448,3495,3975,8.3,0.0579,15.37,Mesas,7.2,0.1582,
9095,9.775,13.05556,517204.7601,453983.1239,363,27.8,0,Sand plains,Sesquioxides,16009,7169,21932,3.6,0.0028,15.14,Mesas,5.24,0.1551,
