FID,the_geom,bh_id,completion,type,country,lat,long,location,elevation,aquifer,depth_m,yield_m3_h,strike_m,tds_mg_l,samdate_td,so4_mg_l,samdate_so,NO3_mg_l,samdate_NO,f_mg_l,samdate_f,t_m2_d,ec_ms_m,samdate_ec,wl_mbgl,samdate_wl,delta_D,samdate_de,delta_O,samdate__1,tritium_T,plus_minus,samdate_T,_14C,plus_min_1,samdate_14,MRT_years
stasboreholes.3640,POINT (17.91593 -24.04738),NO ID,1964,-9999.99,NAMIBIA,-24.04738,17.91593,M0190/001,1230,-9999.99,43,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3641,POINT (18.52279 -24.04696),32030,-9999.99,-9999.99,NAMIBIA,-24.04696,18.52279,R0124/Rem,1218,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3642,POINT (18.00173 -24.04689),NO ID,-9999.99,-9999.99,NAMIBIA,-24.04689,18.00173,M0191/Rem,1250,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3643,POINT (18.00136 -24.04568),NO ID,-9999.99,-9999.99,NAMIBIA,-24.04568,18.00136,M0191/Rem,1251,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3644,POINT (18.6905 -24.0455),32044,-9999.99,-9999.99,NAMIBIA,-24.0455,18.6905,R0299,1218,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3645,POINT (18.49504 -24.04476),32577,-9999.99,-9999.99,NAMIBIA,-24.04476,18.49504,R0123,1218,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3646,POINT (18.13547 -24.04421),32991,-9999.99,-9999.99,NAMIBIA,-24.04421,18.13547,M0140/001,1218,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3647,POINT (18.79506 -24.04285),30333,1966,-9999.99,NAMIBIA,-24.04285,18.79506,R0300/Rem,1202,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3648,POINT (18.42583 -24.04209),NO ID,-9999.99,-9999.99,NAMIBIA,-24.04209,18.42583,R0385,1224,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3649,POINT (19.193 -24.0414),12919,1972,-9999.99,NAMIBIA,-24.0414,19.193,R0614,1200,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3650,POINT (18.26011 -24.04046),32975,-9999.99,-9999.99,NAMIBIA,-24.04046,18.26011,M0136/004,1205,-9999.99,0,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3651,POINT (17.55393 -24.03993),NO ID,-9999.99,-9999.99,NAMIBIA,-24.03993,17.55393,M0444/001,1239,-9999.99,61,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3652,POINT (18.34969 -24.03849),31702,-9999.99,-9999.99,NAMIBIA,-24.03849,18.34969,R0122,1226,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3653,POINT (18.18493 -24.03816),31763,-9999.99,-9999.99,NAMIBIA,-24.03816,18.18493,M0135,1211,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3654,POINT (18.34421 -24.03759),10924,-9999.99,-9999.99,NAMIBIA,-24.03759,18.34421,R0122,1220,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3655,POINT (18.04875 -24.03755),NO ID,1936,-9999.99,NAMIBIA,-24.03755,18.04875,M0191/001,1235,-9999.99,15,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3656,POINT (17.82754 -24.03754),NO ID,1956,-9999.99,NAMIBIA,-24.03754,17.82754,M0550,1225,-9999.99,46,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3657,POINT (19.97875 -24.036),3190,18099,-9999.99,NAMIBIA,-24.036,19.97875,R0462,1190,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3658,POINT (18.04867 -24.03552),10866,1953,-9999.99,NAMIBIA,-24.03552,18.04867,M0191/001,1235,-9999.99,14.6,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3659,POINT (18.2143 -24.03528),33009,-9999.99,-9999.99,NAMIBIA,-24.03528,18.2143,M0136/C,1202,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3660,POINT (18.21456 -24.03434),33010,-9999.99,-9999.99,NAMIBIA,-24.03434,18.21456,M0136/C,1202,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3661,POINT (18.87254 -24.03427),NO ID,-9999.99,-9999.99,NAMIBIA,-24.03427,18.87254,R0319,-9999.99,-9999.99,37,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3662,POINT (18.87255 -24.03427),32897,1954,-9999.99,NAMIBIA,-24.03427,18.87255,R0319,1200,-9999.99,46,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3663,POINT (17.83941 -24.03419),NO ID,-9999.99,-9999.99,NAMIBIA,-24.03419,17.83941,M0550,1230,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3664,POINT (18.23026 -24.03415),NO ID,-9999.99,-9999.99,NAMIBIA,-24.03415,18.23026,M0136/C,1203,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3665,POINT (19.90712 -24.03361),9628,1967,-9999.99,NAMIBIA,-24.03361,19.90712,R0461/Rem,1190,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3666,POINT (18.9384 -24.03177),33004,1958,-9999.99,NAMIBIA,-24.03177,18.9384,R0163,1200,-9999.99,91,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3667,POINT (18.65203 -24.03063),32041,-9999.99,-9999.99,NAMIBIA,-24.03063,18.65203,R0299,1212,-9999.99,35.5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3668,POINT (19.88018 -24.03047),3189,1949,-9999.99,NAMIBIA,-24.03047,19.88018,R0461/Rem,1190,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3669,POINT (19.81432 -24.03033),3202,1949,-9999.99,NAMIBIA,-24.03033,19.81432,R0410/Rem,1199,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3670,POINT (18.76062 -24.03013),NO ID,-9999.99,-9999.99,NAMIBIA,-24.03013,18.76062,R0300/1,1202,-9999.99,122,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3671,POINT (17.55833 -24.02983),NO ID,1976,-9999.99,NAMIBIA,-24.02983,17.55833,M0444/001,1235,-9999.99,39.3,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3672,POINT (18.87445 -24.02973),NO ID,1975,-9999.99,NAMIBIA,-24.02973,18.87445,R0319,1213,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3673,POINT (17.84777 -24.02942),NO ID,1965,-9999.99,NAMIBIA,-24.02942,17.84777,M0550,1230,-9999.99,49,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3674,POINT (18.58179 -24.02858),32022,-9999.99,-9999.99,NAMIBIA,-24.02858,18.58179,R0124/Rem,1218,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3675,POINT (17.82164 -24.02342),NO ID,1963,-9999.99,NAMIBIA,-24.02342,17.82164,M0184/002,1240,-9999.99,63,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3676,POINT (18.47496 -24.02305),32574,-9999.99,-9999.99,NAMIBIA,-24.02305,18.47496,R0123,1220,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3677,POINT (18.60448 -24.0226),NO ID,-9999.99,-9999.99,NAMIBIA,-24.0226,18.60448,R0299,1215,-9999.99,39.5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3678,POINT (18.26183 -24.0224),32976,-9999.99,-9999.99,NAMIBIA,-24.0224,18.26183,M0136/004,1209,AUOB,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-51,10/13/2000,-7.04,10/13/2000,-9999.99,-9999.99,-9999.99,67.7,0.5,10/13/2000,2350
stasboreholes.3679,POINT (18.54866 -24.02198),32029,-9999.99,-9999.99,NAMIBIA,-24.02198,18.54866,R0124/Rem,1218,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3680,POINT (18.0239 -24.02137),NO ID,1960,-9999.99,NAMIBIA,-24.02137,18.0239,M0191/Rem,1244,-9999.99,41,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3681,POINT (18.43318 -24.02087),NO ID,-9999.99,-9999.99,NAMIBIA,-24.02087,18.43318,R0385,1221,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3682,POINT (17.5609 -24.02019),NO ID,-9999.99,-9999.99,NAMIBIA,-24.02019,17.5609,M0390,1231,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3683,POINT (17.56102 -24.02003),NO ID,-9999.99,-9999.99,NAMIBIA,-24.02003,17.56102,M0390,1231,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3684,POINT (18.08547 -24.01987),32989,-9999.99,-9999.99,NAMIBIA,-24.01987,18.08547,M0140/Rem,1231,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3685,POINT (18.99162 -24.0189),31746,-9999.99,-9999.99,NAMIBIA,-24.0189,18.99162,R0244,1210,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3686,POINT (18.37094 -24.01868),10926/31703,-9999.99,-9999.99,NAMIBIA,-24.01868,18.37094,R0122,1225,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3687,POINT (18.80608 -24.01836),30330,1966,-9999.99,NAMIBIA,-24.01836,18.80608,R0300/Rem,1212,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3688,POINT (18.29436 -24.01831),32977,-9999.99,-9999.99,NAMIBIA,-24.01831,18.29436,M0136/004,1228,-9999.99,0,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3689,POINT (17.6172 -24.01703),NO ID,-9999.99,-9999.99,NAMIBIA,-24.01703,17.6172,M0600,1236,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3690,POINT (18.1468 -24.01678),31764,-9999.99,-9999.99,NAMIBIA,-24.01678,18.1468,M0135,1216,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3691,POINT (18.10832 -24.01657),29455,-9999.99,-9999.99,NAMIBIA,-24.01657,18.10832,M0140/Rem,1230,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3692,POINT (18.10884 -24.01602),32985,-9999.99,-9999.99,NAMIBIA,-24.01602,18.10884,M0140/Rem,1230,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3693,POINT (17.82781 -24.01495),NO ID,23316,-9999.99,NAMIBIA,-24.01495,17.82781,M0184/002,1240,-9999.99,67,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3694,POINT (17.54486 -24.01458),NO ID,-9999.99,-9999.99,NAMIBIA,-24.01458,17.54486,M0444/001,1240,-9999.99,76,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3695,POINT (17.54486 -24.01438),NO ID,-9999.99,-9999.99,NAMIBIA,-24.01438,17.54486,M0444/001,1240,-9999.99,45.7,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3696,POINT (18.84442 -24.01332),30331,1948,-9999.99,NAMIBIA,-24.01332,18.84442,R0300/Rem,1206,-9999.99,91,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.3697,POINT (18.86776 -24.013),NO ID,1945,-9999.99,NAMIBIA,-24.013,18.86776,R0319,1218,-9999.99,63,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
